Quantity,Price,Rate,Holiday,customer_age,customer_birthdate,customer_gender,Customer_Type,customer_City,City_Population,City_Density(people/km2),employee_age,employee_BirthDate,employee_months_working,employee_HireDate,RoleDesc,WH,EmpType,Branch_Name,Branch_Location,PaymentMethod,DEPARTMENT,orderDate_quarter,OrderedDate,promotionDate_quarter,PromotionDate,PromotionType
7,407.2,8.2,0,46,28/05/1976,Male,Normal,East,2473400,326.3,38,04/12/1983,9,17/10/2020,Captin,8h,Shiftworkers,F,Online,Cash,Men,1,26/02/2021 00:00,1,08/01/2021 00:00,No Promotion
42,976.6,5.7,0,28,13/02/1994,Male,Member,North,191700,467.8,26,15/02/1996,0,14/07/2021,Captin,12h,Fixed term,F,Online,Ewallet,Men,2,18/04/2021 00:00,1,14/03/2021 00:00,Giveaways
46,197,6,0,63,01/11/1958,Female,Member,West,428000,382,33,11/05/1989,8,12/11/2021,Captin,12h,Part-time,F,Online,Ewallet,Young Adult,2,21/06/2021 00:00,2,31/05/2021 00:00,Discount Promotions
138,634.8,9.2,1,72,07/03/1950,Female,Normal,West,89400,40.5,37,19/01/1985,7,16/12/2020,Captin,8h,Fixed term,F,Online,Ewallet,Kids,1,03/03/2021 00:00,1,13/01/2021 00:00,Online Promotion
143,574.8,5.1,1,59,01/05/1963,Female,Normal,West,249100,71.3,40,20/07/1982,4,17/03/2020,Captin,12h,Part-time,F,Online,Cash,Women,1,30/03/2021 00:00,1,09/03/2021 00:00,Discount Promotions
3,636,1.7,0,70,24/12/1951,Female,Normal,West,89400,40.5,35,10/01/1987,2,27/05/2022,Captin,12h,Part-time,F,Online,Cash,Beauty,3,03/09/2021 00:00,3,06/08/2021 00:00,Discount Promotions
21,766.2,8.2,1,31,01/12/1990,Female,Normal,South,121400,3.7,41,08/04/1981,4,06/04/2022,Captin,12h,Shiftworkers,F,Online,Ewallet,Men,4,06/11/2021 00:00,3,18/09/2021 00:00,Discount Promotions
51,443.7,2.9,1,53,30/01/1969,Female,Normal,North,146900,350.1,40,27/10/1981,6,10/01/2022,Captin,12h,Shiftworkers,F,Online,Cash,Kids,2,12/06/2021 00:00,2,24/04/2021 00:00,Discount Promotions
11,942.4,5.3,0,31,20/07/1991,Male,Member,North,1137100,723.4,21,16/01/2001,6,31/01/2021,Captin,12h,Shiftworkers,F,Online,Cash,Activewear,2,10/04/2021 00:00,1,20/02/2021 00:00,Online Promotion
4,458.5,6.4,0,60,31/01/1962,Male,Normal,East,951800,199.9,24,09/05/1998,3,14/04/2020,Captin,8h,Shiftworkers,F,Online,Cash,Men,2,03/06/2021 00:00,2,22/04/2021 00:00,Tiered Promotions
100,163.5,1.5,0,42,01/11/1979,Male,Member,East,951800,199.9,41,08/04/1981,4,06/04/2022,Captin,12h,Shiftworkers,F,Online,Credit card,Men,4,11/10/2021 00:00,3,23/08/2021 00:00,Sales Promotion
86,987.9,6.4,0,61,20/09/1960,Male,Normal,North,191700,467.8,28,28/12/1993,0,26/07/2021,Captin,12h,Part-time,F,Online,Ewallet,Beauty,2,17/04/2021 00:00,1,06/03/2021 00:00,Discount Promotions
59,76.5,2.1,1,44,17/05/1978,Female,Normal,South,139200,20.2,25,27/02/1997,3,12/04/2022,Captin,8h,Part-time,F,Online,Credit card,Women,4,19/10/2021 00:00,4,12/10/2021 00:00,Sales Promotion
30,513.9,6.3,1,40,20/02/1982,Female,Member,North,1137100,723.4,27,04/12/1994,5,18/02/2021,Captin,12h,Shiftworkers,F,Online,Credit card,Women,1,11/02/2021 00:00,1,14/01/2021 00:00,No Promotion
11,368,5.5,0,24,09/10/1997,Male,Member,South,139200,20.2,36,08/08/1986,4,06/04/2020,Captin,12h,Fixed term,F,Online,Cash,Sale,3,14/07/2021 00:00,2,26/05/2021 00:00,No Promotion
90,272.8,5.9,1,44,15/07/1978,Male,Normal,South,139200,20.2,39,02/08/1983,9,17/10/2021,Captin,12h,Shiftworkers,F,Online,Cash,Women,1,14/02/2021 00:00,1,03/01/2021 00:00,Online Promotion
29,126.9,1.6,1,38,27/05/1984,Male,Normal,North,191700,467.8,33,11/05/1989,8,12/11/2021,Captin,12h,Part-time,F,Online,Credit card,Sale,1,02/02/2022 00:00,4,22/12/2021 00:00,Tiered Promotions
20,206.2,2.2,1,57,07/04/1965,Female,Normal,North,146900,350.1,27,06/01/1995,5,14/02/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Young Adult,2,25/05/2021 00:00,2,11/05/2021 00:00,Giveaways
14,467.1,1.7,0,26,03/11/1995,Female,Normal,North,1137100,723.4,38,01/11/1983,5,23/02/2020,Captin,8h,Shiftworkers,F,Online,Credit card,Women,4,10/11/2021 00:00,3,22/09/2021 00:00,Online Promotion
46,228.4,3.4,0,60,15/09/1961,Male,Normal,South,121400,3.7,25,30/09/1996,9,17/10/2021,Captin,8h,Part-time,F,Online,Ewallet,Women,2,03/04/2021 00:00,1,20/02/2021 00:00,Online Promotion
43,862.3,6.3,1,26,02/03/1996,Female,Member,North,191700,467.8,38,01/11/1983,5,23/02/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Gifts,4,19/12/2021 00:00,4,14/11/2021 00:00,Discount Promotions
20,687.5,1.3,1,49,09/01/1973,Male,Normal,South,139200,20.2,21,11/03/2001,7,15/12/2021,Captin,12h,Part-time,F,Online,Cash,Beauty,1,29/01/2022 00:00,4,11/12/2021 00:00,Tiered Promotions
39,345.4,2.7,0,52,17/10/1969,Male,Member,North,1137100,723.4,36,30/11/1985,4,11/03/2020,Captin,8h,Fixed term,F,Online,Ewallet,Gifts,3,20/07/2021 00:00,2,15/06/2021 00:00,Discount Promotions
110,785,7,1,25,30/06/1997,Male,Normal,East,300300,11.3,24,09/05/1998,3,14/04/2020,Captin,8h,Shiftworkers,F,Online,Credit card,Sale,2,25/05/2021 00:00,2,06/04/2021 00:00,Giveaways
30,722.1,8.8,0,51,12/01/1971,Female,Normal,North,191700,467.8,33,18/07/1989,5,21/02/2020,Captin,12h,Shiftworkers,F,Online,Cash,Home,2,06/04/2021 00:00,1,09/02/2021 00:00,Online Promotion
85,730.2,6.9,0,51,09/11/1970,Female,Member,East,300300,11.3,42,13/05/1980,2,27/05/2021,Captin,12h,Fixed term,F,Online,Cash,Activewear,1,21/01/2022 00:00,4,31/12/2021 00:00,Giveaways
148,889.5,5.2,1,33,08/09/1988,Male,Member,East,2473400,326.3,38,29/05/1984,5,20/02/2022,Captin,12h,Part-time,F,Online,Cash,Home,2,19/06/2021 00:00,2,01/05/2021 00:00,Tiered Promotions
6,182.9,3.9,0,38,24/09/1983,Male,Normal,South,139200,20.2,39,09/07/1983,7,04/01/2022,Captin,8h,Part-time,F,Online,Cash,Men,4,15/10/2021 00:00,4,08/10/2021 00:00,No Promotion
70,186.6,2.6,0,70,10/10/1951,Male,Normal,South,121400,3.7,36,30/11/1985,4,11/03/2020,Captin,8h,Fixed term,F,Online,Credit card,Young Adult,4,18/10/2021 00:00,4,11/10/2021 00:00,No Promotion
66,981.6,4.1,0,56,18/12/1965,Male,Normal,West,159700,170,36,22/02/1986,2,20/05/2022,Captin,12h,Part-time,F,Online,Ewallet,Beauty,4,23/10/2021 00:00,3,04/09/2021 00:00,No Promotion
147,935.3,1.2,1,34,13/10/1987,Female,Normal,South,121400,3.7,41,08/04/1981,4,06/04/2022,Captin,12h,Shiftworkers,F,Online,Cash,Home,3,23/09/2021 00:00,3,09/09/2021 00:00,Tiered Promotions
15,687.1,5.4,0,50,05/04/1972,Female,Member,West,428000,382,25,02/07/1997,3,24/04/2020,Captin,8h,Part-time,F,Online,Cash,Young Adult,1,26/02/2021 00:00,1,29/01/2021 00:00,Sales Promotion
47,926.4,6.1,1,40,27/07/1982,Female,Member,East,300300,11.3,26,08/05/1996,10,28/09/2021,Captin,12h,Fixed term,F,Online,Cash,Kids,1,10/03/2021 00:00,1,20/01/2021 00:00,Giveaways
40,714.4,1.2,1,64,17/10/1957,Female,Normal,West,428000,382,22,07/11/1999,3,01/05/2021,Captin,12h,Fixed term,F,Online,Credit card,Women,4,29/11/2021 00:00,4,08/11/2021 00:00,Giveaways
140,468.1,4.9,0,62,22/04/1960,Female,Member,West,428000,382,32,27/11/1989,9,02/11/2021,Captin,8h,Part-time,F,Online,Ewallet,Women,2,10/06/2021 00:00,2,06/05/2021 00:00,Tiered Promotions
31,668.9,9.5,1,57,19/01/1965,Female,Normal,North,1137100,723.4,42,25/01/1980,8,09/11/2021,Captin,12h,Fixed term,F,Online,Credit card,Kids,1,04/01/2022 00:00,4,16/11/2021 00:00,Sales Promotion
27,649,6.2,1,69,20/09/1952,Male,Normal,North,191700,467.8,26,18/10/1995,4,01/04/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Women,2,16/06/2021 00:00,2,05/05/2021 00:00,Tiered Promotions
59,528.3,8.8,0,34,05/09/1987,Male,Normal,East,2473400,326.3,34,27/07/1988,10,01/10/2021,Captin,12h,Part-time,F,Online,Credit card,Men,1,31/01/2022 00:00,4,06/12/2021 00:00,Sales Promotion
6,15.8,5.9,1,59,19/01/1963,Male,Normal,North,1137100,723.4,34,03/07/1988,4,31/03/2020,Captin,12h,Part-time,F,Online,Ewallet,Women,4,28/10/2021 00:00,3,23/09/2021 00:00,Giveaways
115,790.7,6.9,0,33,03/04/1989,Male,Normal,South,139200,20.2,36,13/11/1985,10,25/09/2020,Captin,8h,Part-time,F,Online,Cash,Beauty,4,05/12/2021 00:00,4,10/10/2021 00:00,Free Gift with Purchase
60,755,7.5,0,60,06/04/1962,Female,Normal,West,89400,40.5,41,28/11/1980,11,07/09/2020,Captin,8h,Part-time,F,Online,Credit card,Activewear,4,21/11/2021 00:00,4,07/11/2021 00:00,Discount Promotions
99,19.8,3.7,1,36,15/11/1985,Male,Member,East,300300,11.3,36,10/06/1986,7,17/12/2021,Captin,8h,Part-time,F,Online,Cash,Men,3,26/07/2021 00:00,2,31/05/2021 00:00,Discount Promotions
35,797.3,8.6,0,38,20/03/1984,Female,Member,West,428000,382,36,22/02/1986,2,20/05/2022,Captin,12h,Part-time,F,Online,Ewallet,Activewear,1,02/01/2022 00:00,4,26/12/2021 00:00,Giveaways
11,887,7.8,0,51,03/07/1971,Male,Member,West,89400,40.5,26,01/09/1995,6,11/01/2021,Captin,12h,Part-time,F,Online,Ewallet,Home,4,06/10/2021 00:00,3,22/09/2021 00:00,Sales Promotion
65,307.1,8.7,0,43,22/12/1978,Male,Normal,East,300300,11.3,34,07/05/1988,4,07/04/2020,Captin,12h,Fixed term,F,Online,Credit card,Kids,1,21/03/2021 00:00,1,21/02/2021 00:00,Sales Promotion
37,5.6,8.9,1,27,06/09/1994,Male,Member,East,2473400,326.3,21,16/01/2001,6,31/01/2021,Captin,12h,Shiftworkers,F,Online,Credit card,Activewear,3,10/08/2021 00:00,3,06/07/2021 00:00,Giveaways
147,225,9.2,0,45,12/08/1976,Female,Member,North,1137100,723.4,34,07/05/1988,4,07/04/2020,Captin,12h,Fixed term,F,Online,Credit card,Beauty,2,10/06/2021 00:00,2,13/05/2021 00:00,Online Promotion
26,264.2,7.4,1,66,02/09/1955,Female,Normal,South,139200,20.2,23,28/12/1998,10,06/10/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Women,1,26/01/2022 00:00,4,29/12/2021 00:00,Giveaways
37,331.8,5.5,1,49,04/04/1973,Male,Normal,East,2473400,326.3,26,15/02/1996,0,14/07/2021,Captin,12h,Fixed term,F,Online,Ewallet,Sale,3,01/08/2021 00:00,3,25/07/2021 00:00,Tiered Promotions
16,618.3,9.4,1,13,29/07/2009,Male,Member,North,1137100,723.4,25,27/02/1997,3,12/04/2022,Captin,8h,Part-time,F,Online,Credit card,Home,3,29/09/2021 00:00,3,01/09/2021 00:00,Discount Promotions
124,144.8,8.5,0,67,28/10/1954,Female,Normal,East,2473400,326.3,30,29/04/1992,4,01/04/2020,Captin,12h,Part-time,F,Online,Credit card,Kids,2,01/06/2021 00:00,2,25/05/2021 00:00,Online Promotion
64,621.3,7.4,1,60,23/11/1961,Female,Member,East,2473400,326.3,31,02/06/1991,1,17/06/2020,Captin,8h,Shiftworkers,F,Online,Credit card,Women,2,07/05/2021 00:00,1,26/03/2021 00:00,Tiered Promotions
113,11.7,3.5,1,67,01/09/1954,Male,Normal,North,146900,350.1,26,09/11/1995,7,13/12/2021,Captin,8h,Shiftworkers,F,Online,Ewallet,Beauty,1,22/01/2022 00:00,4,11/12/2021 00:00,Online Promotion
9,815.8,2.1,0,48,27/08/1973,Female,Member,West,89400,40.5,27,08/04/1995,6,05/02/2020,Captin,8h,Part-time,F,Online,Ewallet,Beauty,3,29/07/2021 00:00,3,22/07/2021 00:00,Sales Promotion
46,775.1,9.6,0,16,02/11/2005,Male,Member,South,139200,20.2,23,13/04/1999,9,24/10/2021,Captin,8h,Fixed term,F,Online,Ewallet,Women,2,15/04/2021 00:00,2,01/04/2021 00:00,No Promotion
16,553.9,8.1,0,27,07/03/1995,Male,Member,North,1137100,723.4,27,06/01/1995,5,14/02/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Women,3,30/07/2021 00:00,2,11/06/2021 00:00,Online Promotion
32,366.5,8.4,1,40,29/10/1981,Male,Normal,North,191700,467.8,34,20/04/1988,6,30/01/2021,Captin,8h,Fixed term,F,Online,Credit card,Men,2,29/04/2021 00:00,2,08/04/2021 00:00,No Promotion
31,675.8,6.4,1,42,12/10/1979,Male,Member,East,951800,199.9,41,05/10/1980,9,25/10/2021,Captin,8h,Part-time,F,Online,Cash,Kids,4,24/10/2021 00:00,3,19/09/2021 00:00,Giveaways
17,593.7,7.2,0,40,11/10/1981,Male,Member,East,300300,11.3,23,28/12/1998,10,06/10/2021,Captin,8h,Shiftworkers,F,Online,Ewallet,Women,1,27/03/2021 00:00,1,06/03/2021 00:00,Tiered Promotions
99,988.5,6,1,50,24/09/1971,Male,Member,East,2473400,326.3,26,15/02/1996,0,14/07/2021,Captin,12h,Fixed term,F,Online,Cash,Men,4,23/11/2021 00:00,4,26/10/2021 00:00,Tiered Promotions
142,687.5,1.4,1,69,04/09/1952,Male,Member,North,1137100,723.4,21,11/03/2001,7,15/12/2021,Captin,12h,Part-time,F,Online,Ewallet,Activewear,3,04/07/2021 00:00,2,09/05/2021 00:00,Online Promotion
148,765.1,5.4,1,52,14/08/1969,Female,Member,West,89400,40.5,40,20/05/1982,2,13/05/2022,Captin,12h,Fixed term,F,Online,Ewallet,Kids,1,27/01/2021 00:00,1,20/01/2021 00:00,Tiered Promotions
75,69,9.6,1,23,13/03/1999,Female,Normal,East,2473400,326.3,41,28/11/1980,11,07/09/2020,Captin,8h,Part-time,F,Online,Credit card,Young Adult,1,27/02/2021 00:00,1,06/02/2021 00:00,Online Promotion
13,260.5,8.4,1,34,05/05/1988,Female,Normal,West,249100,71.3,34,03/07/1988,4,31/03/2020,Captin,12h,Part-time,F,Online,Cash,Activewear,2,08/05/2021 00:00,1,20/03/2021 00:00,Online Promotion
149,693.1,9.9,1,37,04/12/1984,Male,Member,North,1137100,723.4,42,13/02/1980,2,30/05/2021,Captin,12h,Part-time,F,Online,Cash,Beauty,4,29/10/2021 00:00,4,08/10/2021 00:00,Online Promotion
131,206.6,5.6,0,67,25/08/1954,Female,Normal,East,2473400,326.3,41,28/11/1980,11,07/09/2020,Captin,8h,Part-time,F,Online,Cash,Kids,2,21/06/2021 00:00,2,31/05/2021 00:00,Giveaways
37,333.4,6.2,1,49,30/09/1972,Male,Member,South,121400,3.7,35,04/04/1987,3,28/04/2021,Captin,8h,Part-time,F,Online,Ewallet,Beauty,2,13/04/2021 00:00,2,06/04/2021 00:00,Free Gift with Purchase
60,107.2,1.6,1,50,07/07/1972,Male,Member,North,146900,350.1,42,13/02/1980,2,30/05/2021,Captin,12h,Part-time,F,Online,Ewallet,Kids,2,10/04/2021 00:00,1,20/03/2021 00:00,No Promotion
36,253.8,9.8,0,61,28/12/1960,Female,Normal,West,89400,40.5,26,02/09/1995,5,19/02/2020,Captin,8h,Shiftworkers,F,Online,Credit card,Men,3,30/09/2021 00:00,3,02/09/2021 00:00,Tiered Promotions
8,18.5,8.7,1,26,17/04/1996,Male,Normal,South,121400,3.7,41,06/10/1980,3,11/04/2020,Captin,8h,Part-time,F,Online,Credit card,Women,2,07/04/2021 00:00,1,03/03/2021 00:00,Tiered Promotions
48,575.5,2.8,1,33,27/12/1988,Male,Member,North,146900,350.1,39,03/09/1982,4,25/03/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Young Adult,4,15/12/2021 00:00,4,01/12/2021 00:00,Giveaways
47,934.8,1.4,1,45,27/11/1976,Male,Member,East,300300,11.3,29,24/08/1992,8,14/11/2021,Captin,8h,Shiftworkers,F,Online,Cash,Men,3,18/08/2021 00:00,3,14/07/2021 00:00,Tiered Promotions
19,666.3,1.4,1,50,16/04/1972,Male,Normal,North,191700,467.8,25,04/09/1996,2,16/05/2022,Captin,12h,Fixed term,F,Online,Ewallet,Beauty,1,13/02/2021 00:00,1,23/01/2021 00:00,Discount Promotions
29,622.9,1,1,34,14/03/1988,Male,Normal,East,300300,11.3,24,19/06/1998,3,12/04/2021,Captin,12h,Fixed term,F,Online,Credit card,Women,2,17/05/2021 00:00,1,22/03/2021 00:00,Discount Promotions
42,373.5,1.7,1,30,04/11/1991,Male,Normal,South,139200,20.2,36,27/09/1985,9,04/11/2021,Captin,8h,Fixed term,F,Online,Ewallet,Gifts,4,06/11/2021 00:00,3,18/09/2021 00:00,Online Promotion
70,787.5,6.3,0,45,15/04/1977,Male,Normal,East,951800,199.9,40,27/10/1981,6,10/01/2022,Captin,12h,Shiftworkers,F,Online,Cash,Men,4,26/12/2021 00:00,4,07/11/2021 00:00,Online Promotion
118,874.5,8.6,1,50,10/04/1972,Male,Member,South,139200,20.2,21,29/04/2001,2,29/05/2021,Captin,12h,Shiftworkers,F,Online,Cash,Young Adult,1,03/03/2021 00:00,1,13/01/2021 00:00,Giveaways
47,153.2,1.2,0,45,07/07/1977,Male,Member,East,951800,199.9,18,10/12/2003,2,24/05/2021,Captin,12h,Part-time,F,Online,Credit card,Activewear,1,23/01/2022 00:00,4,05/12/2021 00:00,Free Gift with Purchase
101,537.3,8.8,0,52,11/01/1970,Male,Member,South,139200,20.2,30,29/04/1992,4,01/04/2020,Captin,12h,Part-time,F,Online,Cash,Kids,4,29/12/2021 00:00,4,10/11/2021 00:00,Discount Promotions
2,858.1,4.7,1,60,19/12/1961,Male,Member,West,249100,71.3,23,15/03/1999,6,02/02/2020,Captin,8h,Fixed term,F,Online,Credit card,Women,3,13/08/2021 00:00,3,16/07/2021 00:00,Sales Promotion
105,288.1,5.2,1,68,17/07/1954,Female,Normal,West,159700,170,37,14/07/1985,4,30/03/2020,Captin,12h,Fixed term,F,Online,Credit card,Home,2,16/05/2021 00:00,2,09/05/2021 00:00,Free Gift with Purchase
4,38.3,8.5,1,29,03/04/1993,Female,Normal,East,2473400,326.3,31,13/03/1991,5,12/02/2020,Captin,12h,Fixed term,F,Online,Ewallet,Men,4,15/12/2021 00:00,4,20/10/2021 00:00,Discount Promotions
127,397.5,3.2,0,45,11/07/1977,Male,Normal,East,2473400,326.3,26,02/09/1995,5,19/02/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Kids,3,24/09/2021 00:00,3,06/08/2021 00:00,Discount Promotions
25,55.3,7.3,1,55,18/09/1966,Male,Member,West,159700,170,26,04/04/1996,4,25/03/2020,Captin,8h,Part-time,F,Online,Cash,Kids,1,13/01/2022 00:00,4,16/12/2021 00:00,Online Promotion
6,258.8,7.3,1,57,07/09/1964,Male,Normal,East,951800,199.9,35,23/09/1986,11,19/08/2021,Captin,12h,Shiftworkers,F,Online,Cash,Home,4,03/12/2021 00:00,4,12/11/2021 00:00,No Promotion
62,504.1,7.3,1,62,20/08/1959,Male,Normal,North,191700,467.8,23,28/12/1998,10,06/10/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Beauty,2,12/05/2021 00:00,2,07/04/2021 00:00,Tiered Promotions
30,268.3,3.1,1,61,20/10/1960,Female,Normal,South,121400,3.7,26,25/12/1995,3,05/05/2022,Captin,8h,Shiftworkers,F,Online,Ewallet,Designer,2,03/04/2021 00:00,1,20/03/2021 00:00,Online Promotion
18,910.1,2.7,1,37,03/02/1985,Male,Normal,East,951800,199.9,31,13/03/1991,5,12/02/2020,Captin,12h,Fixed term,F,Online,Credit card,Women,4,26/10/2021 00:00,4,12/10/2021 00:00,Online Promotion
58,692.6,3.4,1,53,31/12/1968,Male,Normal,East,951800,199.9,35,19/09/1986,8,08/12/2020,Captin,12h,Shiftworkers,F,Online,Credit card,Activewear,3,02/09/2021 00:00,3,12/08/2021 00:00,Free Gift with Purchase
10,290.2,5.1,1,35,03/09/1986,Male,Normal,East,951800,199.9,35,13/11/1986,11,21/08/2021,Captin,8h,Shiftworkers,F,Online,Cash,Beauty,1,08/03/2021 00:00,1,25/01/2021 00:00,Online Promotion
26,601.6,6.2,0,41,21/03/1981,Male,Member,South,139200,20.2,41,05/10/1980,9,25/10/2021,Captin,8h,Part-time,F,Online,Ewallet,Young Adult,3,01/09/2021 00:00,3,04/08/2021 00:00,Online Promotion
79,557.3,8.2,1,36,26/02/1986,Female,Member,South,139200,20.2,33,18/07/1989,5,21/02/2020,Captin,12h,Shiftworkers,F,Online,Credit card,Beauty,1,08/02/2021 00:00,1,01/02/2021 00:00,Online Promotion
75,666.5,9.8,1,24,23/03/1998,Female,Member,North,191700,467.8,40,11/03/1982,11,25/08/2021,Captin,8h,Fixed term,F,Online,Cash,Young Adult,2,12/05/2021 00:00,2,07/04/2021 00:00,Discount Promotions
9,66.5,3.2,1,48,27/11/1973,Male,Normal,North,146900,350.1,22,15/01/2000,5,16/02/2022,Captin,12h,Part-time,F,Online,Ewallet,Women,1,19/02/2021 00:00,1,29/01/2021 00:00,Free Gift with Purchase
15,148.3,7.6,0,55,21/02/1967,Female,Member,West,159700,170,35,04/04/1987,3,28/04/2021,Captin,8h,Part-time,F,Online,Cash,Designer,3,08/09/2021 00:00,3,18/08/2021 00:00,Online Promotion
68,28.6,6.1,1,72,21/05/1950,Female,Normal,North,191700,467.8,27,07/03/1995,9,27/10/2020,Captin,12h,Fixed term,F,Online,Credit card,Designer,2,10/04/2021 00:00,1,27/03/2021 00:00,Online Promotion
79,543.4,6.5,1,71,12/05/1951,Male,Normal,East,951800,199.9,39,11/06/1983,9,14/10/2020,Captin,12h,Shiftworkers,F,Online,Credit card,Women,4,23/10/2021 00:00,4,02/10/2021 00:00,Giveaways
24,714.9,4.2,1,37,09/10/1984,Female,Member,West,249100,71.3,21,19/01/2001,5,04/03/2022,Captin,8h,Fixed term,F,Online,Credit card,Kids,2,04/05/2021 00:00,1,23/03/2021 00:00,Discount Promotions
119,44.7,1.9,1,58,03/05/1964,Female,Member,South,139200,20.2,34,15/11/1987,3,13/04/2021,Captin,12h,Part-time,F,Online,Ewallet,Women,3,17/09/2021 00:00,3,10/09/2021 00:00,Discount Promotions
67,427.5,3.2,1,38,08/01/1984,Female,Member,West,89400,40.5,33,18/07/1989,5,21/02/2020,Captin,12h,Shiftworkers,F,Online,Ewallet,Beauty,4,01/12/2021 00:00,4,03/11/2021 00:00,Tiered Promotions
71,470.6,4.5,1,50,16/04/1972,Male,Normal,North,191700,467.8,30,22/02/1992,5,02/03/2022,Captin,8h,Part-time,F,Online,Cash,Young Adult,1,30/01/2022 00:00,4,19/12/2021 00:00,Tiered Promotions
25,183,4.3,0,36,02/09/1985,Male,Member,East,300300,11.3,21,07/12/2000,7,15/12/2020,Captin,12h,Part-time,F,Online,Credit card,Activewear,3,01/07/2021 00:00,2,20/05/2021 00:00,Tiered Promotions
28,505.1,7.2,1,37,09/03/1985,Female,Member,North,191700,467.8,30,22/02/1992,5,02/03/2022,Captin,8h,Part-time,F,Online,Cash,Young Adult,3,01/09/2021 00:00,3,28/07/2021 00:00,Discount Promotions
6,968.5,1,1,58,21/04/1964,Male,Normal,North,1137100,723.4,21,16/01/2001,6,31/01/2021,Captin,12h,Shiftworkers,F,Online,Credit card,Beauty,1,19/02/2021 00:00,1,08/01/2021 00:00,Discount Promotions
62,885.1,6.5,1,48,03/05/1974,Female,Member,South,139200,20.2,36,10/06/1986,7,17/12/2021,Captin,8h,Part-time,F,Online,Credit card,Kids,4,08/10/2021 00:00,3,17/09/2021 00:00,Tiered Promotions
65,445.7,2.2,0,66,01/03/1956,Female,Normal,West,249100,71.3,39,21/12/1982,9,14/10/2021,Captin,12h,Shiftworkers,F,Online,Cash,Beauty,2,19/05/2021 00:00,2,05/05/2021 00:00,Tiered Promotions
27,717.6,1.8,0,46,16/06/1976,Male,Normal,South,121400,3.7,34,06/05/1988,0,12/07/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Sale,3,06/08/2021 00:00,2,25/06/2021 00:00,Discount Promotions
16,962.1,5.2,0,47,15/02/1975,Male,Member,East,2473400,326.3,38,08/05/1984,3,30/04/2022,Captin,8h,Fixed term,F,Online,Cash,Beauty,4,30/11/2021 00:00,4,16/11/2021 00:00,No Promotion
46,230.4,6.5,1,13,29/07/2009,Male,Member,North,1137100,723.4,31,13/03/1991,5,12/02/2020,Captin,12h,Fixed term,F,Online,Credit card,Kids,4,13/10/2021 00:00,4,06/10/2021 00:00,Giveaways
4,87.4,7.3,1,37,30/12/1984,Male,Normal,South,139200,20.2,23,26/12/1998,8,05/12/2020,Captin,12h,Shiftworkers,F,Online,Credit card,Gifts,4,24/11/2021 00:00,4,13/10/2021 00:00,Tiered Promotions
65,737.6,1.2,1,47,16/02/1975,Female,Member,West,89400,40.5,38,04/12/1983,9,17/10/2020,Captin,8h,Shiftworkers,F,Online,Cash,Activewear,2,03/06/2021 00:00,2,06/05/2021 00:00,Sales Promotion
41,667.3,6.9,1,26,04/10/1995,Male,Normal,West,428000,382,40,20/07/1982,4,17/03/2020,Captin,12h,Part-time,F,Online,Credit card,Home,3,14/08/2021 00:00,3,07/08/2021 00:00,Giveaways
26,194.6,9.5,0,26,04/05/1996,Male,Member,South,121400,3.7,20,28/02/2002,2,31/05/2021,Captin,8h,Fixed term,F,Online,Cash,Sale,1,23/01/2022 00:00,4,05/12/2021 00:00,Sales Promotion
26,106.5,6.6,0,48,03/03/1974,Male,Member,West,159700,170,41,28/11/1980,11,07/09/2020,Captin,8h,Part-time,F,Online,Credit card,Activewear,1,13/01/2022 00:00,4,23/12/2021 00:00,No Promotion
39,704.3,4.5,1,63,04/12/1958,Female,Member,West,89400,40.5,23,15/03/1999,6,02/02/2020,Captin,8h,Fixed term,F,Online,Ewallet,Women,1,20/03/2021 00:00,1,30/01/2021 00:00,Giveaways
9,949.4,8.6,1,40,04/10/1981,Male,Normal,East,300300,11.3,24,03/10/1997,9,15/10/2020,Captin,8h,Fixed term,F,Online,Credit card,Designer,1,13/02/2022 00:00,4,26/12/2021 00:00,Discount Promotions
50,849.1,8.6,1,39,08/11/1982,Female,Normal,North,1137100,723.4,25,24/03/1997,3,14/04/2022,Captin,8h,Fixed term,F,Online,Credit card,Sale,4,02/11/2021 00:00,3,28/09/2021 00:00,Online Promotion
75,432.7,1.1,1,33,21/06/1989,Male,Normal,South,139200,20.2,39,11/06/1983,9,14/10/2020,Captin,12h,Shiftworkers,F,Online,Ewallet,Young Adult,3,13/09/2021 00:00,3,02/08/2021 00:00,No Promotion
48,197.8,8.2,1,39,06/06/1983,Male,Normal,East,300300,11.3,22,04/06/2000,5,22/02/2020,Captin,8h,Shiftworkers,F,Online,Credit card,Beauty,3,30/08/2021 00:00,3,12/07/2021 00:00,Discount Promotions
